Quarter,Garda Division,Type of Offence,VALUE
2006Q1,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",32.0
2006Q1,Sligo-Leitrim Garda Division,Homicide & related offences,0.0
2006Q1,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2006Q1,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",26.0
2006Q1,Sligo-Leitrim Garda Division,Offences not elsewhere classified,8.0
2006Q1,Sligo-Leitrim Garda Division,Public order and other social code offences,278.0
2006Q1,Sligo-Leitrim Garda Division,Road and traffic offences,280.0
2006Q1,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",0.0
2006Q1,Sligo-Leitrim Garda Division,Sexual offences,6.0
2006Q1,Sligo-Leitrim Garda Division,Theft and related offences,265.0
2006Q1,Sligo-Leitrim Garda Division,Weapons and explosives offences,13.0
2006Q2,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",54.0
2006Q2,Sligo-Leitrim Garda Division,Burglary and related offences,59.0
2006Q2,Sligo-Leitrim Garda Division,Controlled drug offences,63.0
2006Q2,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,206.0
2006Q2,Sligo-Leitrim Garda Division,Dangerous or negligent acts,350.0
2006Q2,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",12.0
2006Q2,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
2006Q2,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2006Q2,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",16.0
2006Q2,Sligo-Leitrim Garda Division,Offences not elsewhere classified,13.0
2006Q2,Sligo-Leitrim Garda Division,Public order and other social code offences,223.0
2006Q2,Sligo-Leitrim Garda Division,Road and traffic offences,495.0
2006Q2,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",3.0
2006Q2,Sligo-Leitrim Garda Division,Sexual offences,6.0
2006Q2,Sligo-Leitrim Garda Division,Theft and related offences,238.0
2006Q2,Sligo-Leitrim Garda Division,Weapons and explosives offences,12.0
2006Q3,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",97.0
2006Q3,Sligo-Leitrim Garda Division,Burglary and related offences,78.0
2006Q3,Sligo-Leitrim Garda Division,Controlled drug offences,44.0
2006Q3,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,239.0
2006Q3,Sligo-Leitrim Garda Division,Dangerous or negligent acts,463.0
2006Q3,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",31.0
2006Q3,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
2006Q3,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2006Q3,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",29.0
2006Q3,Sligo-Leitrim Garda Division,Offences not elsewhere classified,6.0
2006Q3,Sligo-Leitrim Garda Division,Public order and other social code offences,262.0
2006Q3,Sligo-Leitrim Garda Division,Road and traffic offences,534.0
2006Q3,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",7.0
2006Q3,Sligo-Leitrim Garda Division,Sexual offences,9.0
2006Q3,Sligo-Leitrim Garda Division,Theft and related offences,319.0
2006Q3,Sligo-Leitrim Garda Division,Weapons and explosives offences,9.0
2006Q4,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",101.0
2006Q4,Sligo-Leitrim Garda Division,Burglary and related offences,59.0
2006Q4,Sligo-Leitrim Garda Division,Controlled drug offences,24.0
2006Q4,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,204.0
2006Q4,Sligo-Leitrim Garda Division,Dangerous or negligent acts,410.0
2006Q4,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",28.0
2006Q4,Sligo-Leitrim Garda Division,Homicide & related offences,0.0
2006Q4,Sligo-Leitrim Garda Division,Kidnapping and related offences,2.0
2006Q4,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",22.0
2006Q4,Sligo-Leitrim Garda Division,Offences not elsewhere classified,13.0
2006Q4,Sligo-Leitrim Garda Division,Public order and other social code offences,269.0
2006Q4,Sligo-Leitrim Garda Division,Road and traffic offences,598.0
2006Q4,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",5.0
2006Q4,Sligo-Leitrim Garda Division,Sexual offences,7.0
2006Q4,Sligo-Leitrim Garda Division,Theft and related offences,304.0
2006Q4,Sligo-Leitrim Garda Division,Weapons and explosives offences,16.0
2007Q1,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",108.0
2007Q1,Sligo-Leitrim Garda Division,Burglary and related offences,81.0
2007Q1,Sligo-Leitrim Garda Division,Controlled drug offences,41.0
2007Q1,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,219.0
2007Q1,Sligo-Leitrim Garda Division,Dangerous or negligent acts,325.0
2007Q1,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",48.0
2007Q1,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
2007Q1,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2007Q1,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",17.0
2007Q1,Sligo-Leitrim Garda Division,Offences not elsewhere classified,12.0
2007Q1,Sligo-Leitrim Garda Division,Public order and other social code offences,289.0
2007Q1,Sligo-Leitrim Garda Division,Road and traffic offences,406.0
2007Q1,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",5.0
