Year,Garda Division,Type of Offence,VALUE
2022,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",554.0
2022,Cork City Garda Division,Offences not elsewhere classified,64.0
2022,Cork City Garda Division,Public order and other social code offences,2571.0
2022,Cork City Garda Division,Road and traffic offences,2060.0
2022,Cork City Garda Division,"Robbery, extortion and hijacking offences",120.0
2022,Cork City Garda Division,Sexual offences,207.0
2022,Cork City Garda Division,Theft and related offences,3698.0
2022,Cork City Garda Division,Weapons and explosives offences,176.0
2023,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1420.0
2023,Cork City Garda Division,Burglary and related offences,313.0
2023,Cork City Garda Division,Controlled drug offences,909.0
2023,Cork City Garda Division,Damage to property and to the environment  offences,1163.0
2023,Cork City Garda Division,Dangerous or negligent acts,1472.0
2023,Cork City Garda Division,"Fraud, deception and related offences",287.0
2023,Cork City Garda Division,Homicide & related offences,8.0
2023,Cork City Garda Division,Kidnapping and related offences,4.0
2023,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",623.0
2023,Cork City Garda Division,Offences not elsewhere classified,68.0
2023,Cork City Garda Division,Public order and other social code offences,2124.0
2023,Cork City Garda Division,Road and traffic offences,1835.0
2023,Cork City Garda Division,"Robbery, extortion and hijacking offences",145.0
2023,Cork City Garda Division,Sexual offences,182.0
2023,Cork City Garda Division,Theft and related offences,4167.0
2023,Cork City Garda Division,Weapons and explosives offences,161.0
2024,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1367.0
2024,Cork City Garda Division,Burglary and related offences,293.0
2024,Cork City Garda Division,Controlled drug offences,926.0
2024,Cork City Garda Division,Damage to property and to the environment  offences,1180.0
2024,Cork City Garda Division,Dangerous or negligent acts,1074.0
2024,Cork City Garda Division,"Fraud, deception and related offences",0.0
2024,Cork City Garda Division,Homicide & related offences,2.0
2024,Cork City Garda Division,Kidnapping and related offences,7.0
2024,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",562.0
2024,Cork City Garda Division,Offences not elsewhere classified,82.0
2024,Cork City Garda Division,Public order and other social code offences,2127.0
2024,Cork City Garda Division,Road and traffic offences,2165.0
2024,Cork City Garda Division,"Robbery, extortion and hijacking offences",137.0
2024,Cork City Garda Division,Sexual offences,216.0
2024,Cork City Garda Division,Theft and related offences,4932.0
2024,Cork City Garda Division,Weapons and explosives offences,191.0
2025,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1099.0
2025,Cork City Garda Division,Burglary and related offences,210.0
