Quarter,Garda Division,Type of Offence,VALUE
2008Q2,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",89.0
2008Q2,D.M.R. Western Garda Division,Sexual offences,10.0
2008Q2,D.M.R. Western Garda Division,Theft and related offences,1859.0
2008Q2,D.M.R. Western Garda Division,Weapons and explosives offences,120.0
2008Q3,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",215.0
2008Q3,D.M.R. Western Garda Division,Burglary and related offences,316.0
2008Q3,D.M.R. Western Garda Division,Controlled drug offences,632.0
2008Q3,D.M.R. Western Garda Division,Damage to property and to the environment  offences,988.0
2008Q3,D.M.R. Western Garda Division,Dangerous or negligent acts,1736.0
2008Q3,D.M.R. Western Garda Division,"Fraud, deception and related offences",78.0
2008Q3,D.M.R. Western Garda Division,Homicide & related offences,5.0
2008Q3,D.M.R. Western Garda Division,Kidnapping and related offences,1.0
2008Q3,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",224.0
2008Q3,D.M.R. Western Garda Division,Offences not elsewhere classified,28.0
2008Q3,D.M.R. Western Garda Division,Public order and other social code offences,852.0
2008Q3,D.M.R. Western Garda Division,Road and traffic offences,3668.0
2008Q3,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",74.0
2008Q3,D.M.R. Western Garda Division,Sexual offences,29.0
2008Q3,D.M.R. Western Garda Division,Theft and related offences,1787.0
2008Q3,D.M.R. Western Garda Division,Weapons and explosives offences,114.0
2008Q4,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",223.0
2008Q4,D.M.R. Western Garda Division,Burglary and related offences,429.0
2008Q4,D.M.R. Western Garda Division,Controlled drug offences,615.0
2008Q4,D.M.R. Western Garda Division,Damage to property and to the environment  offences,973.0
2008Q4,D.M.R. Western Garda Division,Dangerous or negligent acts,1343.0
2008Q4,D.M.R. Western Garda Division,"Fraud, deception and related offences",91.0
2008Q4,D.M.R. Western Garda Division,Homicide & related offences,1.0
2008Q4,D.M.R. Western Garda Division,Kidnapping and related offences,1.0
2008Q4,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",186.0
2008Q4,D.M.R. Western Garda Division,Offences not elsewhere classified,37.0
2008Q4,D.M.R. Western Garda Division,Public order and other social code offences,786.0
2008Q4,D.M.R. Western Garda Division,Road and traffic offences,3346.0
