Year,Garda Division,Type of Offence,VALUE,Population
2009,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",659.0,113795
2009,Waterford Garda Division,Burglary and related offences,769.0,113795
2009,Waterford Garda Division,Controlled drug offences,990.0,113795
2009,Waterford Garda Division,Damage to property and to the environment  offences,1287.0,113795
2009,Waterford Garda Division,Dangerous or negligent acts,1723.0,113795
2009,Waterford Garda Division,"Fraud, deception and related offences",119.0,113795
2009,Waterford Garda Division,Homicide & related offences,0.0,113795
2009,Waterford Garda Division,Kidnapping and related offences,1.0,113795
2009,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",303.0,113795
2009,Waterford Garda Division,Offences not elsewhere classified,68.0,113795
2009,Waterford Garda Division,Public order and other social code offences,2060.0,113795
2009,Waterford Garda Division,Road and traffic offences,3621.0,113795
2009,Waterford Garda Division,"Robbery, extortion and hijacking offences",64.0,113795
2009,Waterford Garda Division,Sexual offences,54.0,113795
2009,Waterford Garda Division,Theft and related offences,2106.0,113795
2009,Waterford Garda Division,Weapons and explosives offences,135.0,113795
2009,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",397.0,86164
2009,Westmeath Garda Division,Burglary and related offences,524.0,86164
2009,Westmeath Garda Division,Controlled drug offences,286.0,86164
2009,Westmeath Garda Division,Damage to property and to the environment  offences,796.0,86164
2009,Westmeath Garda Division,Dangerous or negligent acts,853.0,86164
2009,Westmeath Garda Division,"Fraud, deception and related offences",108.0,86164
2009,Westmeath Garda Division,Homicide & related offences,1.0,86164
2009,Westmeath Garda Division,Kidnapping and related offences,2.0,86164
2009,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",160.0,86164
2009,Westmeath Garda Division,Offences not elsewhere classified,72.0,86164
2009,Westmeath Garda Division,Public order and other social code offences,1082.0,86164
2009,Westmeath Garda Division,Road and traffic offences,3102.0,86164
2009,Westmeath Garda Division,"Robbery, extortion and hijacking offences",34.0,86164
2009,Westmeath Garda Division,Sexual offences,27.0,86164
2009,Westmeath Garda Division,Theft and related offences,1225.0,86164
2009,Westmeath Garda Division,Weapons and explosives offences,65.0,86164
2009,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",519.0,145320
2009,Wexford Garda Division,Burglary and related offences,741.0,145320
2009,Wexford Garda Division,Controlled drug offences,522.0,145320
2009,Wexford Garda Division,Damage to property and to the environment  offences,1074.0,145320
2009,Wexford Garda Division,Dangerous or negligent acts,1568.0,145320
2009,Wexford Garda Division,"Fraud, deception and related offences",118.0,145320
2009,Wexford Garda Division,Homicide & related offences,2.0,145320
2009,Wexford Garda Division,Kidnapping and related offences,2.0,145320
2009,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",170.0,145320
2009,Wexford Garda Division,Offences not elsewhere classified,182.0,145320
2009,Wexford Garda Division,Public order and other social code offences,1374.0,145320
2009,Wexford Garda Division,Road and traffic offences,3036.0,145320
2009,Wexford Garda Division,"Robbery, extortion and hijacking offences",21.0,145320
2009,Wexford Garda Division,Sexual offences,43.0,145320
2009,Wexford Garda Division,Theft and related offences,1753.0,145320
2009,Wexford Garda Division,Weapons and explosives offences,85.0,145320
2009,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",569.0,136640
2009,Wicklow Garda Division,Burglary and related offences,1099.0,136640
2009,Wicklow Garda Division,Controlled drug offences,742.0,136640
2009,Wicklow Garda Division,Damage to property and to the environment  offences,1374.0,136640
2009,Wicklow Garda Division,Dangerous or negligent acts,1325.0,136640
2009,Wicklow Garda Division,"Fraud, deception and related offences",123.0,136640
2009,Wicklow Garda Division,Homicide & related offences,6.0,136640
2009,Wicklow Garda Division,Kidnapping and related offences,2.0,136640
2009,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",327.0,136640
2009,Wicklow Garda Division,Offences not elsewhere classified,77.0,136640
2009,Wicklow Garda Division,Public order and other social code offences,1640.0,136640
2009,Wicklow Garda Division,Road and traffic offences,4822.0,136640
2009,Wicklow Garda Division,"Robbery, extortion and hijacking offences",52.0,136640
2009,Wicklow Garda Division,Sexual offences,40.0,136640
2009,Wicklow Garda Division,Theft and related offences,2347.0,136640
2009,Wicklow Garda Division,Weapons and explosives offences,140.0,136640
2010,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",754.0,133666
2010,Cavan-Monaghan Garda Division,Burglary and related offences,523.0,133666
2010,Cavan-Monaghan Garda Division,Controlled drug offences,289.0,133666
2010,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,779.0,133666
2010,Cavan-Monaghan Garda Division,Dangerous or negligent acts,1518.0,133666
2010,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",181.0,133666
2010,Cavan-Monaghan Garda Division,Homicide & related offences,5.0,133666
2010,Cavan-Monaghan Garda Division,Kidnapping and related offences,1.0,133666
2010,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",262.0,133666
2010,Cavan-Monaghan Garda Division,Offences not elsewhere classified,100.0,133666
2010,Cavan-Monaghan Garda Division,Public order and other social code offences,1480.0,133666
2010,Cavan-Monaghan Garda Division,Road and traffic offences,2356.0,133666
2010,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",19.0,133666
2010,Cavan-Monaghan Garda Division,Sexual offences,119.0,133666
2010,Cavan-Monaghan Garda Division,Theft and related offences,1191.0,133666
2010,Cavan-Monaghan Garda Division,Weapons and explosives offences,56.0,133666
2010,Clare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",456.0,117196
2010,Clare Garda Division,Burglary and related offences,393.0,117196
2010,Clare Garda Division,Controlled drug offences,411.0,117196
2010,Clare Garda Division,Damage to property and to the environment  offences,730.0,117196
2010,Clare Garda Division,Dangerous or negligent acts,946.0,117196
2010,Clare Garda Division,"Fraud, deception and related offences",89.0,117196
2010,Clare Garda Division,Homicide & related offences,2.0,117196
2010,Clare Garda Division,Kidnapping and related offences,2.0,117196
2010,Clare Garda Division,"Offences against government, justice procedures and organisation of crime",192.0,117196
2010,Clare Garda Division,Offences not elsewhere classified,102.0,117196
2010,Clare Garda Division,Public order and other social code offences,1340.0,117196
2010,Clare Garda Division,Road and traffic offences,4566.0,117196
2010,Clare Garda Division,"Robbery, extortion and hijacking offences",23.0,117196
2010,Clare Garda Division,Sexual offences,54.0,117196
2010,Clare Garda Division,Theft and related offences,1190.0,117196
2010,Clare Garda Division,Weapons and explosives offences,83.0,117196
2010,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1051.0,519032
2010,Cork City Garda Division,Burglary and related offences,928.0,519032
2010,Cork City Garda Division,Controlled drug offences,1139.0,519032
2010,Cork City Garda Division,Damage to property and to the environment  offences,2385.0,519032
2010,Cork City Garda Division,Dangerous or negligent acts,1664.0,519032
2010,Cork City Garda Division,"Fraud, deception and related offences",259.0,519032
2010,Cork City Garda Division,Homicide & related offences,8.0,519032
2010,Cork City Garda Division,Kidnapping and related offences,1.0,519032
2010,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",506.0,519032
2010,Cork City Garda Division,Offences not elsewhere classified,182.0,519032
2010,Cork City Garda Division,Public order and other social code offences,4349.0,519032
2010,Cork City Garda Division,Road and traffic offences,9536.0,519032
2010,Cork City Garda Division,"Robbery, extortion and hijacking offences",125.0,519032
2010,Cork City Garda Division,Sexual offences,126.0,519032
2010,Cork City Garda Division,Theft and related offences,4333.0,519032
2010,Cork City Garda Division,Weapons and explosives offences,210.0,519032
2010,Cork North Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",416.0,519032
2010,Cork North Garda Division,Burglary and related offences,340.0,519032
2010,Cork North Garda Division,Controlled drug offences,520.0,519032
2010,Cork North Garda Division,Damage to property and to the environment  offences,779.0,519032
2010,Cork North Garda Division,Dangerous or negligent acts,1488.0,519032
2010,Cork North Garda Division,"Fraud, deception and related offences",103.0,519032
2010,Cork North Garda Division,Homicide & related offences,3.0,519032
2010,Cork North Garda Division,Kidnapping and related offences,1.0,519032
2010,Cork North Garda Division,"Offences against government, justice procedures and organisation of crime",110.0,519032
2010,Cork North Garda Division,Offences not elsewhere classified,114.0,519032
2010,Cork North Garda Division,Public order and other social code offences,1406.0,519032
2010,Cork North Garda Division,Road and traffic offences,4479.0,519032
2010,Cork North Garda Division,"Robbery, extortion and hijacking offences",11.0,519032
2010,Cork North Garda Division,Sexual offences,63.0,519032
2010,Cork North Garda Division,Theft and related offences,1085.0,519032
2010,Cork North Garda Division,Weapons and explosives offences,59.0,519032
2010,Cork West Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",335.0,519032
2010,Cork West Garda Division,Burglary and related offences,230.0,519032
2010,Cork West Garda Division,Controlled drug offences,450.0,519032
2010,Cork West Garda Division,Damage to property and to the environment  offences,465.0,519032
2010,Cork West Garda Division,Dangerous or negligent acts,673.0,519032
2010,Cork West Garda Division,"Fraud, deception and related offences",51.0,519032
2010,Cork West Garda Division,Homicide & related offences,1.0,519032
2010,Cork West Garda Division,Kidnapping and related offences,3.0,519032
2010,Cork West Garda Division,"Offences against government, justice procedures and organisation of crime",82.0,519032
2010,Cork West Garda Division,Offences not elsewhere classified,72.0,519032
2010,Cork West Garda Division,Public order and other social code offences,1010.0,519032
2010,Cork West Garda Division,Road and traffic offences,2456.0,519032
2010,Cork West Garda Division,"Robbery, extortion and hijacking offences",19.0,519032
2010,Cork West Garda Division,Sexual offences,40.0,519032
2010,Cork West Garda Division,Theft and related offences,675.0,519032
2010,Cork West Garda Division,Weapons and explosives offences,38.0,519032
2010,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",504.0,1273069
2010,D.M.R. Eastern Garda Division,Burglary and related offences,1493.0,1273069
2010,D.M.R. Eastern Garda Division,Controlled drug offences,617.0,1273069
2010,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,1616.0,1273069
2010,D.M.R. Eastern Garda Division,Dangerous or negligent acts,1233.0,1273069
