Year,Garda Division,Type of Offence,VALUE
2022,Kilkenny-Carlow Garda Division,Homicide & related offences,4.0
2022,Kilkenny-Carlow Garda Division,Kidnapping and related offences,4.0
2022,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",187.0
2022,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,44.0
2022,Kilkenny-Carlow Garda Division,Public order and other social code offences,870.0
2022,Kilkenny-Carlow Garda Division,Road and traffic offences,974.0
2022,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",34.0
2022,Kilkenny-Carlow Garda Division,Sexual offences,86.0
2022,Kilkenny-Carlow Garda Division,Theft and related offences,1220.0
2022,Kilkenny-Carlow Garda Division,Weapons and explosives offences,68.0
2023,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",498.0
2023,Kilkenny-Carlow Garda Division,Burglary and related offences,235.0
2023,Kilkenny-Carlow Garda Division,Controlled drug offences,454.0
2023,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,483.0
2023,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1066.0
2023,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",139.0
2023,Kilkenny-Carlow Garda Division,Homicide & related offences,2.0
2023,Kilkenny-Carlow Garda Division,Kidnapping and related offences,1.0
2023,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",205.0
2023,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,45.0
2023,Kilkenny-Carlow Garda Division,Public order and other social code offences,918.0
2023,Kilkenny-Carlow Garda Division,Road and traffic offences,1166.0
2023,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",40.0
2023,Kilkenny-Carlow Garda Division,Sexual offences,96.0
2023,Kilkenny-Carlow Garda Division,Theft and related offences,1323.0
2023,Kilkenny-Carlow Garda Division,Weapons and explosives offences,57.0
2024,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",592.0
2024,Kilkenny-Carlow Garda Division,Burglary and related offences,273.0
2024,Kilkenny-Carlow Garda Division,Controlled drug offences,337.0
2024,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,428.0
2024,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,907.0
2024,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",0.0
2024,Kilkenny-Carlow Garda Division,Homicide & related offences,3.0
