Quarter,Garda Division,Type of Offence,VALUE
2007Q4,Kerry Garda Division,Kidnapping and related offences,0.0
2007Q4,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",53.0
2007Q4,Kerry Garda Division,Offences not elsewhere classified,19.0
2007Q4,Kerry Garda Division,Public order and other social code offences,572.0
2007Q4,Kerry Garda Division,Road and traffic offences,805.0
2007Q4,Kerry Garda Division,"Robbery, extortion and hijacking offences",4.0
2007Q4,Kerry Garda Division,Sexual offences,8.0
2007Q4,Kerry Garda Division,Theft and related offences,275.0
2007Q4,Kerry Garda Division,Weapons and explosives offences,16.0
2008Q1,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",178.0
2008Q1,Kerry Garda Division,Burglary and related offences,91.0
2008Q1,Kerry Garda Division,Controlled drug offences,124.0
2008Q1,Kerry Garda Division,Damage to property and to the environment  offences,164.0
2008Q1,Kerry Garda Division,Dangerous or negligent acts,426.0
2008Q1,Kerry Garda Division,"Fraud, deception and related offences",46.0
2008Q1,Kerry Garda Division,Homicide & related offences,2.0
2008Q1,Kerry Garda Division,Kidnapping and related offences,0.0
2008Q1,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",62.0
2008Q1,Kerry Garda Division,Offences not elsewhere classified,16.0
2008Q1,Kerry Garda Division,Public order and other social code offences,488.0
2008Q1,Kerry Garda Division,Road and traffic offences,968.0
2008Q1,Kerry Garda Division,"Robbery, extortion and hijacking offences",5.0
2008Q1,Kerry Garda Division,Sexual offences,6.0
2008Q1,Kerry Garda Division,Theft and related offences,296.0
2008Q1,Kerry Garda Division,Weapons and explosives offences,10.0
2008Q2,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",105.0
2008Q2,Kerry Garda Division,Burglary and related offences,95.0
2008Q2,Kerry Garda Division,Controlled drug offences,151.0
2008Q2,Kerry Garda Division,Damage to property and to the environment  offences,208.0
2008Q2,Kerry Garda Division,Dangerous or negligent acts,455.0
2008Q2,Kerry Garda Division,"Fraud, deception and related offences",28.0
2008Q2,Kerry Garda Division,Homicide & related offences,2.0
2008Q2,Kerry Garda Division,Kidnapping and related offences,0.0
2008Q2,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",34.0
2008Q2,Kerry Garda Division,Offences not elsewhere classified,18.0
2008Q2,Kerry Garda Division,Public order and other social code offences,535.0
2008Q2,Kerry Garda Division,Road and traffic offences,1199.0
2008Q2,Kerry Garda Division,"Robbery, extortion and hijacking offences",7.0
2008Q2,Kerry Garda Division,Sexual offences,4.0
2008Q2,Kerry Garda Division,Theft and related offences,309.0
2008Q2,Kerry Garda Division,Weapons and explosives offences,14.0
2008Q3,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",196.0
2008Q3,Kerry Garda Division,Burglary and related offences,81.0
2008Q3,Kerry Garda Division,Controlled drug offences,154.0
2008Q3,Kerry Garda Division,Damage to property and to the environment  offences,231.0
2008Q3,Kerry Garda Division,Dangerous or negligent acts,352.0
2008Q3,Kerry Garda Division,"Fraud, deception and related offences",26.0
2008Q3,Kerry Garda Division,Homicide & related offences,1.0
2008Q3,Kerry Garda Division,Kidnapping and related offences,0.0
2008Q3,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",53.0
2008Q3,Kerry Garda Division,Offences not elsewhere classified,16.0
2008Q3,Kerry Garda Division,Public order and other social code offences,740.0
2008Q3,Kerry Garda Division,Road and traffic offences,1119.0
2008Q3,Kerry Garda Division,"Robbery, extortion and hijacking offences",6.0
2008Q3,Kerry Garda Division,Sexual offences,10.0
2008Q3,Kerry Garda Division,Theft and related offences,295.0
2008Q3,Kerry Garda Division,Weapons and explosives offences,26.0
2008Q4,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",129.0
2008Q4,Kerry Garda Division,Burglary and related offences,88.0
2008Q4,Kerry Garda Division,Controlled drug offences,161.0
2008Q4,Kerry Garda Division,Damage to property and to the environment  offences,171.0
2008Q4,Kerry Garda Division,Dangerous or negligent acts,317.0
2008Q4,Kerry Garda Division,"Fraud, deception and related offences",18.0
2008Q4,Kerry Garda Division,Homicide & related offences,0.0
2008Q4,Kerry Garda Division,Kidnapping and related offences,0.0
2008Q4,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",34.0
2008Q4,Kerry Garda Division,Offences not elsewhere classified,12.0
2008Q4,Kerry Garda Division,Public order and other social code offences,551.0
2008Q4,Kerry Garda Division,Road and traffic offences,1009.0
2008Q4,Kerry Garda Division,"Robbery, extortion and hijacking offences",4.0
2008Q4,Kerry Garda Division,Sexual offences,9.0
2008Q4,Kerry Garda Division,Theft and related offences,268.0
2008Q4,Kerry Garda Division,Weapons and explosives offences,31.0
2009Q1,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",137.0
2009Q1,Kerry Garda Division,Burglary and related offences,77.0
2009Q1,Kerry Garda Division,Controlled drug offences,129.0
2009Q1,Kerry Garda Division,Damage to property and to the environment  offences,204.0
2009Q1,Kerry Garda Division,Dangerous or negligent acts,307.0
2009Q1,Kerry Garda Division,"Fraud, deception and related offences",23.0
2009Q1,Kerry Garda Division,Homicide & related offences,0.0
2009Q1,Kerry Garda Division,Kidnapping and related offences,0.0
2009Q1,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",43.0
2009Q1,Kerry Garda Division,Offences not elsewhere classified,14.0
2009Q1,Kerry Garda Division,Public order and other social code offences,449.0
2009Q1,Kerry Garda Division,Road and traffic offences,965.0
2009Q1,Kerry Garda Division,"Robbery, extortion and hijacking offences",4.0
2009Q1,Kerry Garda Division,Sexual offences,17.0
2009Q1,Kerry Garda Division,Theft and related offences,305.0
2009Q1,Kerry Garda Division,Weapons and explosives offences,19.0
2009Q2,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",159.0
2009Q2,Kerry Garda Division,Burglary and related offences,111.0
2009Q2,Kerry Garda Division,Controlled drug offences,115.0
2009Q2,Kerry Garda Division,Damage to property and to the environment  offences,182.0
2009Q2,Kerry Garda Division,Dangerous or negligent acts,329.0
2009Q2,Kerry Garda Division,"Fraud, deception and related offences",26.0
2009Q2,Kerry Garda Division,Homicide & related offences,2.0
2009Q2,Kerry Garda Division,Kidnapping and related offences,0.0
2009Q2,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",55.0
2009Q2,Kerry Garda Division,Offences not elsewhere classified,15.0
2009Q2,Kerry Garda Division,Public order and other social code offences,509.0
2009Q2,Kerry Garda Division,Road and traffic offences,757.0
2009Q2,Kerry Garda Division,"Robbery, extortion and hijacking offences",10.0
2009Q2,Kerry Garda Division,Sexual offences,9.0
2009Q2,Kerry Garda Division,Theft and related offences,272.0
2009Q2,Kerry Garda Division,Weapons and explosives offences,18.0
2009Q3,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",166.0
2009Q3,Kerry Garda Division,Burglary and related offences,103.0
2009Q3,Kerry Garda Division,Controlled drug offences,132.0
2009Q3,Kerry Garda Division,Damage to property and to the environment  offences,184.0
2009Q3,Kerry Garda Division,Dangerous or negligent acts,220.0
2009Q3,Kerry Garda Division,"Fraud, deception and related offences",33.0
2009Q3,Kerry Garda Division,Homicide & related offences,0.0
2009Q3,Kerry Garda Division,Kidnapping and related offences,1.0
2009Q3,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",36.0
2009Q3,Kerry Garda Division,Offences not elsewhere classified,8.0
2009Q3,Kerry Garda Division,Public order and other social code offences,624.0
2009Q3,Kerry Garda Division,Road and traffic offences,571.0
2009Q3,Kerry Garda Division,"Robbery, extortion and hijacking offences",8.0
2009Q3,Kerry Garda Division,Sexual offences,7.0
2009Q3,Kerry Garda Division,Theft and related offences,332.0
