Year,Garda Division,Type of Offence,VALUE
2004,Kerry Garda Division,"Abandoning a child, child neglect and cruelty (0422)",5.0
2004,Kerry Garda Division,Abduction of person under 16 years of age (0512),0.0
2004,Kerry Garda Division,Aggravated burglary (0711),1.0
2004,Kerry Garda Division,Arson (1211),41.0
2004,Kerry Garda Division,"Assault causing harm, poisoning (034)",125.0
2004,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences (03)",416.0
2004,Kerry Garda Division,Blackmail or extortion (0621),0.0
2004,Kerry Garda Division,Burglary (not aggravated) (0712),355.0
2004,Kerry Garda Division,Burglary and related offences (07),356.0
2004,Kerry Garda Division,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",2.0
2004,Kerry Garda Division,Controlled drug offences (10),169.0
2004,Kerry Garda Division,Criminal damage (not arson) (1212),567.0
2004,Kerry Garda Division,Cultivation or manufacture of drugs (1012),2.0
2004,Kerry Garda Division,Damage to property and to the environment  offences (12),610.0
2004,Kerry Garda Division,Dangerous driving causing serious bodily harm (0411),0.0
2004,Kerry Garda Division,Dangerous driving leading to death (012),4.0
2004,Kerry Garda Division,Dangerous or negligent acts (04),908.0
2004,Kerry Garda Division,Dangerous/careless driving and motorway offences (0414),117.0
2004,Kerry Garda Division,Discharging a firearm (1121),3.0
2004,Kerry Garda Division,Disorderly conduct (131),1371.0
2004,Kerry Garda Division,"Driving licence-failure to have, produce, etc. (1411)",48.0
2004,Kerry Garda Division,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",523.0
2004,Kerry Garda Division,Driving/in charge of a vehicle under the influence of drugs (0413),1.0
2004,Kerry Garda Division,Driving/in charge of a vehicle while over legal alcohol limit (0412),522.0
2004,Kerry Garda Division,Endangering traffic offences (0425),2.0
2004,Kerry Garda Division,Endangerment with potential for serious harm/death (0421),0.0
2004,Kerry Garda Division,"Explosives, chemical weapons offences (111)",0.0
2004,Kerry Garda Division,False alarm/interference with aircraft or air transport facilities (0424),0.0
2004,Kerry Garda Division,False imprisonment (0511),3.0
2004,Kerry Garda Division,Fireworks offences (114),0.0
2004,Kerry Garda Division,"Fraud, deception and related offences (09)",49.0
2004,Kerry Garda Division,Harassment and related offences (033),25.0
2004,Kerry Garda Division,Homicide & related offences (01),8.0
2004,Kerry Garda Division,Human trafficking offences (0513),0.0
2004,Kerry Garda Division,Importation of drugs (1011),0.0
2004,Kerry Garda Division,Infanticide (0113),0.0
2004,Kerry Garda Division,"Insurance-failure to have, produce, display, etc. (1412)",267.0
2004,Kerry Garda Division,Kidnapping and related offences (05),3.0
2004,Kerry Garda Division,Light rail offences (Luas) (1443),0.0
2004,Kerry Garda Division,Liquor licensing offences (133),350.0
2004,Kerry Garda Division,Litter offences (1221),2.0
2004,Kerry Garda Division,Manslaughter (0112),2.0
2004,Kerry Garda Division,Murder (0111),2.0
2004,Kerry Garda Division,Murder-attempt (0311),0.0
2004,Kerry Garda Division,Obstruction under Road Traffic Acts (1432),6.0
2004,Kerry Garda Division,Offences against government and its agents (151),3.0
2004,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime (15)",111.0
2004,Kerry Garda Division,Offences not elsewhere classified (16),22.0
2004,Kerry Garda Division,"Offences while in custody, breach of court orders (157)",104.0
2004,Kerry Garda Division,Offensive weapons offences (n.e.c.) (113),22.0
2004,Kerry Garda Division,Organisation of crime and conspiracy to commit crime (152),0.0
2004,Kerry Garda Division,Other assault (035),266.0
2004,Kerry Garda Division,Other drug offences (103),4.0
2004,Kerry Garda Division,Other road offences (1433),1360.0
2004,Kerry Garda Division,Other sexual offences (022),1.0
2004,Kerry Garda Division,"Other thefts, handling stolen property (084)",549.0
2004,Kerry Garda Division,Perverting the course of justice (153),4.0
2004,Kerry Garda Division,Possession of a firearm (1122),8.0
2004,Kerry Garda Division,"Possession of an article (with intent to burgle, steal, demand) (0713)",0.0
2004,Kerry Garda Division,Possession of drugs for personal use (1022),124.0
2004,Kerry Garda Division,Possession of drugs for sale or supply (1021),39.0
2004,Kerry Garda Division,Prostitution offences (134),0.0
2004,Kerry Garda Division,Public order and other social code offences (13),1752.0
2004,Kerry Garda Division,Public service vehicle offences (1442),1.0
2004,Kerry Garda Division,Rape and sexual assault (021),64.0
2004,Kerry Garda Division,"Regulated betting/money, collection/trading offences (135)",8.0
2004,Kerry Garda Division,Road and traffic offences (14),2078.0
2004,Kerry Garda Division,Road transport - carriage of goods offences (1441),37.0
2004,Kerry Garda Division,Roadworthiness/regulatory offences (143),75.0
2004,Kerry Garda Division,Robbery from the person (0613),13.0
2004,Kerry Garda Division,Robbery of an establishment or institution (0611),2.0
2004,Kerry Garda Division,Robbery of cash or goods in transit (0612),0.0
2004,Kerry Garda Division,"Robbery, extortion and hijacking offences (06)",17.0
2004,Kerry Garda Division,Sexual offences (02),65.0
2004,Kerry Garda Division,Social code offences (n.e.c.) (136),2.0
2004,Kerry Garda Division,Speeding (0415),261.0
2004,Kerry Garda Division,Theft and related offences (08),1031.0
2004,Kerry Garda Division,Theft from person (0821),87.0
2004,Kerry Garda Division,Theft from shop (0822),290.0
2004,Kerry Garda Division,Theft/taking of vehicle and related offences (081),105.0
2004,Kerry Garda Division,Threat to kill or cause serious harm (0313),0.0
2004,Kerry Garda Division,Trespass offences (132),21.0
2004,Kerry Garda Division,Unseaworthy/dangerous use of boat or ship (0423),0.0
2004,Kerry Garda Division,Vehicle tax/registration offences (142),284.0
2004,Kerry Garda Division,Weapons and explosives offences (11),33.0
2005,Kerry Garda Division,"Abandoning a child, child neglect and cruelty (0422)",6.0
2005,Kerry Garda Division,Abduction of person under 16 years of age (0512),0.0
2005,Kerry Garda Division,Aggravated burglary (0711),3.0
2005,Kerry Garda Division,Arson (1211),26.0
2005,Kerry Garda Division,"Assault causing harm, poisoning (034)",96.0
2005,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences (03)",401.0
2005,Kerry Garda Division,Blackmail or extortion (0621),0.0
2005,Kerry Garda Division,Burglary (not aggravated) (0712),504.0
2005,Kerry Garda Division,Burglary and related offences (07),507.0
2005,Kerry Garda Division,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",0.0
2005,Kerry Garda Division,Controlled drug offences (10),319.0
2005,Kerry Garda Division,Criminal damage (not arson) (1212),516.0
2005,Kerry Garda Division,Cultivation or manufacture of drugs (1012),3.0
2005,Kerry Garda Division,Damage to property and to the environment  offences (12),545.0
2005,Kerry Garda Division,Dangerous driving causing serious bodily harm (0411),1.0
2005,Kerry Garda Division,Dangerous driving leading to death (012),1.0
2005,Kerry Garda Division,Dangerous or negligent acts (04),825.0
2005,Kerry Garda Division,Dangerous/careless driving and motorway offences (0414),91.0
2005,Kerry Garda Division,Discharging a firearm (1121),3.0
2005,Kerry Garda Division,Disorderly conduct (131),1756.0
2005,Kerry Garda Division,"Driving licence-failure to have, produce, etc. (1411)",41.0
2005,Kerry Garda Division,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",515.0
2005,Kerry Garda Division,Driving/in charge of a vehicle under the influence of drugs (0413),4.0
2005,Kerry Garda Division,Driving/in charge of a vehicle while over legal alcohol limit (0412),511.0
2005,Kerry Garda Division,Endangering traffic offences (0425),0.0
2005,Kerry Garda Division,Endangerment with potential for serious harm/death (0421),0.0
2005,Kerry Garda Division,"Explosives, chemical weapons offences (111)",0.0
2005,Kerry Garda Division,False alarm/interference with aircraft or air transport facilities (0424),0.0
2005,Kerry Garda Division,False imprisonment (0511),0.0
2005,Kerry Garda Division,Fireworks offences (114),0.0
2005,Kerry Garda Division,"Fraud, deception and related offences (09)",27.0
2005,Kerry Garda Division,Harassment and related offences (033),39.0
2005,Kerry Garda Division,Homicide & related offences (01),4.0
2005,Kerry Garda Division,Human trafficking offences (0513),0.0
2005,Kerry Garda Division,Importation of drugs (1011),0.0
2005,Kerry Garda Division,Infanticide (0113),0.0
2005,Kerry Garda Division,"Insurance-failure to have, produce, display, etc. (1412)",338.0
2005,Kerry Garda Division,Kidnapping and related offences (05),0.0
2005,Kerry Garda Division,Light rail offences (Luas) (1443),0.0
2005,Kerry Garda Division,Liquor licensing offences (133),475.0
2005,Kerry Garda Division,Litter offences (1221),3.0
2005,Kerry Garda Division,Manslaughter (0112),1.0
2005,Kerry Garda Division,Murder (0111),2.0
2005,Kerry Garda Division,Murder-attempt (0311),0.0
2005,Kerry Garda Division,Obstruction under Road Traffic Acts (1432),5.0
2005,Kerry Garda Division,Offences against government and its agents (151),3.0
2005,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime (15)",138.0
2005,Kerry Garda Division,Offences not elsewhere classified (16),41.0
2005,Kerry Garda Division,"Offences while in custody, breach of court orders (157)",132.0
2005,Kerry Garda Division,Offensive weapons offences (n.e.c.) (113),43.0
2005,Kerry Garda Division,Organisation of crime and conspiracy to commit crime (152),0.0
2005,Kerry Garda Division,Other assault (035),266.0
2005,Kerry Garda Division,Other drug offences (103),7.0
2005,Kerry Garda Division,Other road offences (1433),1164.0
2005,Kerry Garda Division,Other sexual offences (022),1.0
2005,Kerry Garda Division,"Other thefts, handling stolen property (084)",604.0
2005,Kerry Garda Division,Perverting the course of justice (153),3.0
2005,Kerry Garda Division,Possession of a firearm (1122),4.0
2005,Kerry Garda Division,"Possession of an article (with intent to burgle, steal, demand) (0713)",0.0
2005,Kerry Garda Division,Possession of drugs for personal use (1022),239.0
2005,Kerry Garda Division,Possession of drugs for sale or supply (1021),70.0
2005,Kerry Garda Division,Prostitution offences (134),1.0
2005,Kerry Garda Division,Public order and other social code offences (13),2279.0
2005,Kerry Garda Division,Public service vehicle offences (1442),1.0
2005,Kerry Garda Division,Rape and sexual assault (021),46.0
2005,Kerry Garda Division,"Regulated betting/money, collection/trading offences (135)",4.0
2005,Kerry Garda Division,Road and traffic offences (14),2031.0
2005,Kerry Garda Division,Road transport - carriage of goods offences (1441),34.0
2005,Kerry Garda Division,Roadworthiness/regulatory offences (143),55.0
2005,Kerry Garda Division,Robbery from the person (0613),15.0
2005,Kerry Garda Division,Robbery of an establishment or institution (0611),5.0
2005,Kerry Garda Division,Robbery of cash or goods in transit (0612),0.0
2005,Kerry Garda Division,"Robbery, extortion and hijacking offences (06)",20.0
2005,Kerry Garda Division,Sexual offences (02),47.0
2005,Kerry Garda Division,Social code offences (n.e.c.) (136),8.0
2005,Kerry Garda Division,Speeding (0415),212.0
2005,Kerry Garda Division,Theft and related offences (08),1191.0
2005,Kerry Garda Division,Theft from person (0821),81.0
2005,Kerry Garda Division,Theft from shop (0822),372.0
2005,Kerry Garda Division,Theft/taking of vehicle and related offences (081),134.0
2005,Kerry Garda Division,Threat to kill or cause serious harm (0313),0.0
2005,Kerry Garda Division,Trespass offences (132),35.0
2005,Kerry Garda Division,Unseaworthy/dangerous use of boat or ship (0423),0.0
2005,Kerry Garda Division,Vehicle tax/registration offences (142),393.0
2005,Kerry Garda Division,Weapons and explosives offences (11),50.0
2006,Kerry Garda Division,"Abandoning a child, child neglect and cruelty (0422)",9.0
2006,Kerry Garda Division,Abduction of person under 16 years of age (0512),0.0
2006,Kerry Garda Division,Aggravated burglary (0711),2.0
2006,Kerry Garda Division,Arson (1211),31.0
2006,Kerry Garda Division,"Assault causing harm, poisoning (034)",150.0
2006,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences (03)",558.0
2006,Kerry Garda Division,Blackmail or extortion (0621),2.0
2006,Kerry Garda Division,Burglary (not aggravated) (0712),458.0
2006,Kerry Garda Division,Burglary and related offences (07),460.0
2006,Kerry Garda Division,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",0.0
2006,Kerry Garda Division,Controlled drug offences (10),367.0
2006,Kerry Garda Division,Criminal damage (not arson) (1212),698.0
2006,Kerry Garda Division,Cultivation or manufacture of drugs (1012),4.0
2006,Kerry Garda Division,Damage to property and to the environment  offences (12),733.0
2006,Kerry Garda Division,Dangerous driving causing serious bodily harm (0411),0.0
2006,Kerry Garda Division,Dangerous driving leading to death (012),8.0
2006,Kerry Garda Division,Dangerous or negligent acts (04),1310.0
2006,Kerry Garda Division,Dangerous/careless driving and motorway offences (0414),125.0
2006,Kerry Garda Division,Discharging a firearm (1121),5.0
2006,Kerry Garda Division,Disorderly conduct (131),2089.0
2006,Kerry Garda Division,"Driving licence-failure to have, produce, etc. (1411)",157.0
2006,Kerry Garda Division,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",651.0
2006,Kerry Garda Division,Driving/in charge of a vehicle under the influence of drugs (0413),0.0
2006,Kerry Garda Division,Driving/in charge of a vehicle while over legal alcohol limit (0412),651.0
2006,Kerry Garda Division,Endangering traffic offences (0425),3.0
2006,Kerry Garda Division,Endangerment with potential for serious harm/death (0421),0.0
2006,Kerry Garda Division,"Explosives, chemical weapons offences (111)",9.0
2006,Kerry Garda Division,False alarm/interference with aircraft or air transport facilities (0424),0.0
2006,Kerry Garda Division,False imprisonment (0511),0.0
2006,Kerry Garda Division,Fireworks offences (114),0.0
2006,Kerry Garda Division,"Fraud, deception and related offences (09)",116.0
2006,Kerry Garda Division,Harassment and related offences (033),78.0
2006,Kerry Garda Division,Homicide & related offences (01),10.0
2006,Kerry Garda Division,Human trafficking offences (0513),0.0
2006,Kerry Garda Division,Importation of drugs (1011),1.0
2006,Kerry Garda Division,Infanticide (0113),0.0
2006,Kerry Garda Division,"Insurance-failure to have, produce, display, etc. (1412)",548.0
2006,Kerry Garda Division,Kidnapping and related offences (05),0.0
2006,Kerry Garda Division,Light rail offences (Luas) (1443),0.0
2006,Kerry Garda Division,Liquor licensing offences (133),378.0
2006,Kerry Garda Division,Litter offences (1221),4.0
2006,Kerry Garda Division,Manslaughter (0112),0.0
2006,Kerry Garda Division,Murder (0111),2.0
2006,Kerry Garda Division,Murder-attempt (0311),0.0
2006,Kerry Garda Division,Obstruction under Road Traffic Acts (1432),5.0
2006,Kerry Garda Division,Offences against government and its agents (151),3.0
2006,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime (15)",284.0
2006,Kerry Garda Division,Offences not elsewhere classified (16),32.0
2006,Kerry Garda Division,"Offences while in custody, breach of court orders (157)",276.0
2006,Kerry Garda Division,Offensive weapons offences (n.e.c.) (113),36.0
2006,Kerry Garda Division,Organisation of crime and conspiracy to commit crime (152),0.0
2006,Kerry Garda Division,Other assault (035),330.0
2006,Kerry Garda Division,Other drug offences (103),21.0
2006,Kerry Garda Division,Other road offences (1433),1334.0
2006,Kerry Garda Division,Other sexual offences (022),0.0
2006,Kerry Garda Division,"Other thefts, handling stolen property (084)",664.0
2006,Kerry Garda Division,Perverting the course of justice (153),5.0
2006,Kerry Garda Division,Possession of a firearm (1122),10.0
2006,Kerry Garda Division,"Possession of an article (with intent to burgle, steal, demand) (0713)",0.0
2006,Kerry Garda Division,Possession of drugs for personal use (1022),278.0
2006,Kerry Garda Division,Possession of drugs for sale or supply (1021),63.0
2006,Kerry Garda Division,Prostitution offences (134),1.0
2006,Kerry Garda Division,Public order and other social code offences (13),2524.0
2006,Kerry Garda Division,Public service vehicle offences (1442),3.0
2006,Kerry Garda Division,Rape and sexual assault (021),55.0
2006,Kerry Garda Division,"Regulated betting/money, collection/trading offences (135)",4.0
2006,Kerry Garda Division,Road and traffic offences (14),2880.0
2006,Kerry Garda Division,Road transport - carriage of goods offences (1441),140.0
2006,Kerry Garda Division,Roadworthiness/regulatory offences (143),63.0
2006,Kerry Garda Division,Robbery from the person (0613),14.0
2006,Kerry Garda Division,Robbery of an establishment or institution (0611),3.0
2006,Kerry Garda Division,Robbery of cash or goods in transit (0612),0.0
2006,Kerry Garda Division,"Robbery, extortion and hijacking offences (06)",19.0
2006,Kerry Garda Division,Sexual offences (02),55.0
2006,Kerry Garda Division,Social code offences (n.e.c.) (136),7.0
2006,Kerry Garda Division,Speeding (0415),522.0
2006,Kerry Garda Division,Theft and related offences (08),1258.0
2006,Kerry Garda Division,Theft from person (0821),105.0
2006,Kerry Garda Division,Theft from shop (0822),378.0
2006,Kerry Garda Division,Theft/taking of vehicle and related offences (081),111.0
2006,Kerry Garda Division,Threat to kill or cause serious harm (0313),0.0
2006,Kerry Garda Division,Trespass offences (132),45.0
2006,Kerry Garda Division,Unseaworthy/dangerous use of boat or ship (0423),0.0
2006,Kerry Garda Division,Vehicle tax/registration offences (142),630.0
